"cluster","n","age","osss_3_score","phq2_score","med_quant","med_burden_1","med_burden2","medburden_3","med_burden_4","op_use","can_use","caf_use","nico_use","alc_sleep","can_sleep","melatonin_use","op_sleep","quet_use","traz_use","otc_use","side_effects_1","side_effects_2","side_effects_3","side_effects_4","safety_1","safety_2","safety_3","safety_4","adls_1","adls_2","dependence_1","dependence_2","dependence_3","Extraversion","Agreeableness","Conscientiousness","Neuroticism","Openness","SURPS_Impulsivity","SURPS_Sensation_Seeking","SURPS_Hopelessness","SURPS_Anxiety_Sensitivity","DBAS_Expectations","DBAS_Medications","DBAS_Worry_Helplessness","DBAS_Consequences","CISS_Avoidance_Style","CISS_Task_Style","CISS_Emotional_Style"
1,244,72.9672131147541,10.3237704918033,1.17622950819672,6.57377049180328,2.40983606557377,3.40573770491803,3.02049180327869,3.75,0.221311475409836,0.467213114754098,1.88114754098361,1.95901639344262,0.122950819672131,0.286885245901639,0.647540983606557,0.040983606557377,0.0450819672131148,0.270491803278689,0.311475409836066,2.38934426229508,2.02049180327869,1.55737704918033,2.77459016393443,1.95901639344262,3.37295081967213,1.66393442622951,3.34426229508197,1.90163934426229,1.78688524590164,3.62704918032787,3.47131147540984,3,6.61885245901639,7.61065573770492,8.35655737704918,5.88114754098361,7.20491803278689,10.0122950819672,11.4098360655738,14.1065573770492,13.3729508196721,6.34426229508197,5.71584699453552,6.12773224043716,5.95245901639344,20.1229508196721,25.5901639344262,19.155737704918
2,154,73.8051948051948,10.0324675324675,1.66883116883117,6.16883116883117,2.83766233766234,3.29220779220779,3.62987012987013,3.92857142857143,0.324675324675325,0.525974025974026,2.20779220779221,1.94805194805195,0.155844155844156,0.396103896103896,0.623376623376623,0.051948051948052,0.11038961038961,0.272727272727273,0.194805194805195,2.45454545454545,2.12337662337662,1.61688311688312,2.85714285714286,2.03896103896104,3.45454545454545,1.53246753246753,3.35064935064935,1.95454545454545,1.87662337662338,3.53896103896104,3.31168831168831,2.90909090909091,6.13636363636364,7.68831168831169,8.44155844155844,5.70779220779221,6.91558441558442,10.1818181818182,12.6623376623377,14.2012987012987,12.6428571428571,6.2012987012987,5.53896103896104,6.16774891774892,5.42857142857143,19.0649350649351,26.6168831168831,20.0909090909091
