"model","term","estimate","std.error","OR","OR_lower","OR_upper","statistic","p.value","sig"
"Model 5","BFI_Neuroticism",0.181574534768277,0.175712410186584,1.19910390831097,0.84974260823406,1.69210084205945,1.03336204070884,0.302637636489068,""
"Model 5","BFI_Openness",0.18062207836513,0.216579320921291,1.19796235784029,0.783586837410224,1.83146748042037,0.833976566168895,0.407172152371782,""
"Model 5","DBAS_Consequences",-0.350534065416241,0.121113127004496,0.704311840660505,0.55548382160773,0.893014611044589,-2.89426979623134,0.00426756768379101,"**"
"Model 5","DBAS_Worry_Helplessness",0.130806902683966,0.128745994735449,1.13974767784443,0.885559839473312,1.46689665819124,1.0160075500038,0.313334477233103,""
"Model 5","DBAS_Expectations",0.0496732524847544,0.144960100373657,1.05092765227024,0.791006934701193,1.39625695029268,0.342668447087951,0.732765198786353,""
"Model 5","DBAS_Medications",-0.113984840172583,0.136759996480741,0.892271482461561,0.682471553070245,1.16656642292636,-0.833466240902063,0.406722397495686,""
"Model 5","SURPS_Impulsivity",-0.141380219473217,0.437193796131998,0.868159157918505,0.36851271621871,2.04524916049424,-0.323381120052608,0.746853229677771,""
"Model 5","SURPS_Sensation_Seeking",0.104689023762005,0.45524747603525,1.11036525944934,0.454937137340609,2.71006894842469,0.22996069011462,0.818534122859286,""
"Model 5","SURPS_Hopelessness",-0.417675822697382,0.429859892134821,0.658575689113869,0.283596957851179,1.52936033439191,-0.971655719316056,0.333132218801109,""
"Model 5","SURPS_Anxiety_Sensitivity",0.011604959385482,0.494875679719008,1.01167255816728,0.383524654209232,2.66861948434314,0.023450251974539,0.981315387233148,""
"Model 5","CISS_Task",-0.0299099893423129,0.453863082102163,0.970532887920586,0.398725674846927,2.36236125726563,-0.0659009082734344,0.947542067641528,""
"Model 5","CISS_Emotion",-0.641339556689146,0.405844379989325,0.526586558828072,0.237688439301364,1.16662554036468,-1.58025979491453,0.116309701273479,""
"Model 5","CISS_Avoidance",0.197709266212373,0.29826807810329,1.21860805178001,0.679161610741402,2.18652756630631,0.662857612754344,0.508987000607779,""
"Model 5","age",-0.0344899410345012,0.025169511223378,0.966098057584645,0.919594761109624,1.01495299488506,-1.37030634915414,0.171487813006094,""
