"Predictor","Young_OR","Young_SE","Old_OR","Old_SE","Difference","Pct_Difference","Z_diff","P_diff","Sig_diff"
"BFI_Extraversion",1.21401611708197,0.148931867597559,1.49662986503281,0.274510395093059,0.282613747950847,23.2792418464875,0.670112378713358,0.502786154348627,FALSE
"DBAS_Consequences",0.766920950459904,0.0959730960612838,0.845891736869443,0.122311252075844,0.078970786409539,10.2971220648207,0.630396449006183,0.528435233540329,FALSE
"DBAS_Medications",0.817393580699065,0.0868920558736826,0.884827776644356,0.142908733257388,0.0674341959452918,8.24990525220661,0.47397006778659,0.635521252128954,FALSE
"CISS_Emotion",0.722881652095844,0.289971289696131,0.893615353192143,0.461090994971341,0.170733701096299,23.6184859030925,0.389266430413322,0.6970790664498,FALSE
