Predictor,M1_OR,M1_p,M2_OR,M2_p,M3_OR,M3_p,Consistent_sig,OR_range
BFI_Extraversion,1.3694814202359706,0.030066427626027188,1.3598123044871808,0.03626685846468556,1.3311777795311832,0.023068389792848355,TRUE,0.03830364070478742
DBAS_Medications,0.831906462722943,0.013280021585489328,0.8293032939094684,0.012630076524105003,0.836646428818526,0.012526619487638986,TRUE,0.00734313490905758
