term,Firth_OR,Firth_p,Firth_OR_CI,Standard_OR,Standard_p,Standard_OR_formatted,OR_diff_pct,Direction,Sig_change
BFI_Extraversion,1.37742060458756,0.012452176839947409,"1.38 [1.07, 1.77]",1.386410570520493,0.012779285702166809,1.39,-0.6484346068969908,≈ Similar,✓ Consistent
CISS_Emotion,0.7017450398084734,0.14687771455478413,"0.70 [0.43, 1.13]",0.6985680169130715,0.14975609233189058,0.70,0.4547907746250622,≈ Similar,✓ Consistent
DBAS_Medications,0.8478908326394927,0.01754037601356471,"0.85 [0.74, 0.97]",0.8452943600629382,0.01783953452314706,0.85,0.30716785763969384,≈ Similar,✓ Consistent
BFI_Conscientiousness,0.9806338762607517,0.8999060124532696,"0.98 [0.72, 1.33]",0.9824895672493699,0.9110883008984039,0.98,-0.1888764064755867,≈ Similar,✓ Consistent
