"Domain","term","OR","OR_lower","OR_upper","p.value","sig"
"DBAS","DBAS_Consequences",0.696971488383136,0.55374527530543,0.877243160857793,0.00240416718894849,"**"
"Big Five","BFI_Extraversion",1.42456136765698,1.03027649604838,1.96973831588353,0.0341580695783032,"*"
