"Variable","Type","Group_Continuer","Group_Discontinuer","test","p_pooled","q_value","effect_size_pooled"
"DBAS_Medications","Continuous","5.9 (1.83)","4.6 (2.22)","Mann-Whitney U",4.40017535974817e-07,7.48029811157188e-06,0.343456423316355
