"Variable","M1_OR","M1_sig","M2_OR","M2_sig","M3_OR","M3_sig","M4_OR","M4_sig","Always_sig","Never_sig","OR_range"
"DBAS_Medications",0.831906462722943,TRUE,0.829303293909468,TRUE,0.828340253748513,TRUE,0.830163031834213,TRUE,TRUE,FALSE,0.00356620897442994
"CISS_Emotion",0.644035372021286,FALSE,0.619255214409941,FALSE,0.614690846009417,FALSE,0.614450775146534,FALSE,FALSE,TRUE,0.0295845968747517
"BFI_Extraversion",1.36948142023597,TRUE,1.35981230448718,TRUE,1.373452819234,TRUE,1.39481926935274,TRUE,TRUE,FALSE,0.0350069648655544
"SURPS_Anxiety_Sensitivity",1.23902664205869,FALSE,1.21911696216408,FALSE,1.25523169034275,FALSE,1.12206307401268,FALSE,FALSE,TRUE,0.133168616330073
"SURPS_Hopelessness",0.844701301162622,FALSE,0.830839739047589,FALSE,0.816840617294306,FALSE,0.706035408705574,FALSE,FALSE,TRUE,0.138665892457047
"BFI_Openness",1.16323354127162,FALSE,1.18337668492727,FALSE,1.19294247729764,FALSE,1.20080011522309,FALSE,FALSE,TRUE,0.037566573951473
"BFI_Neuroticism",1.16911681124892,FALSE,1.13945502890163,FALSE,1.14794462855606,FALSE,1.1297957905555,FALSE,FALSE,TRUE,0.0393210206934163
"BFI_Conscientiousness",0.979381557013301,FALSE,0.984264196107435,FALSE,0.980545608102166,FALSE,0.979568584279321,FALSE,FALSE,TRUE,0.00488263909413411
