"Predictor","Male_OR","Male_SE","Female_OR","Female_SE","Difference","Pct_Difference","Z_diff","P_diff","Sig_diff"
"BFI_Extraversion",1.22276647943337,0.143354969357699,1.65488262360163,0.267916385939745,0.432116144168254,35.3392206473059,0.99590577079314,0.319295931152396,FALSE
"DBAS_Consequences",0.845835190953977,0.0866849440363635,0.712047195361437,0.132778807418986,-0.13378799559254,-15.8172652336263,-1.08583072111521,0.277553891963261,FALSE
"DBAS_Medications",0.919774514805407,0.0837103608497351,0.698420482652165,0.13283635862104,-0.221354032153242,-24.0661193140444,-1.75340962748074,0.0795317196307608,FALSE
"CISS_Emotion",0.720788322254684,0.286820812964912,0.766635583672104,0.422232768051223,0.0458472614174196,6.36071090524963,0.120810157948091,0.903841404161039,FALSE
